Fact,ProvenanceLeft,ProvenanceRight,Rule
partOf(169|transporter),"receptor(transporter|169|SLC7 family|891|High affinity cationic amino acid transporter 1|||SLC7A1|CAT1|ATRC1|ERR|System y<sup>+</sup> basic amino acid transporter|REC1L|cationic amino acid transporter, y+ system|cationinc amino acid transporter 1|ecotropic retroviral leukemia receptor|Solute carrier family 7 member A1 (amino acid transporter cationic 1)|Rec-1|Rev-1|solute carrier family 7 (cationic amino acid transporter, y+ system), member 1|solute carrier family 7 (cationic amino acid transporter, y system), member 1|solute carrier family 7 (cationic amino acid transporter|11057|SLC7A1|solute carrier family 7 member 1|13q12.3|||P30825|6541|ENSG00000139514)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(170|transporter),"receptor(transporter|170|Anion exchangers|904|Anion exchange protein 1|||SLC4A1|AE1|CD233|EPB3|FR|SW|WD|WR|Froese blood group|Swann blood group|Waldner blood group|Wright blood group|anion exchanger 1|solute carrier family 4 member 1|Solute carrier family 4 member 1 anion exchange protein 1 (kidney band 3)|Empb3|solute carrier family 4, anion exchanger, member 1 (erythrocyte membrane protein band 3, Diego blood group)|solute carrier family 4 (anion exchanger), member 1|solute carrier family 4 (anion exchanger), member 1 (Diego blood group)|solute carrier family 4 (anion exchanger)|11027|SLC4A1|solute carrier family 4 member 1 (Diego blood group)|17q21.31|||P02730|6521|ENSG00000004939)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(171|transporter),"receptor(transporter|171|Sodium-dependent HCO3<sup>-</sup> transporters|908|Electrogenic sodium bicarbonate cotransporter 1|||SLC4A4|NBCe1|kNBC1|NBC2|pNBC|Sodium bicarbonate cotransporter|hhNMC|HNBC1|NBC1|SLC4A5|KNBC|Na+HCO3- cotransporter 4|Nbc4|solute carrier family 4 (anion exchanger), member 4|solute carrier family 4 sodium bicarbonate cotransporter member 4|NBC|solute carrier family 4 (sodium bicarbonate cotransporter), member 4|solute carrier family 4 (anion exchanger)|11030|SLC4A4|solute carrier family 4 member 4|4q13.3|||Q9Y6R1|8671|ENSG00000080493)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(172|transporter),"receptor(transporter|172|Choline transporter|914|CHT|||SLC5A7||choline transporter 1|CHT1|hemicholinium-3-sensitive choline transporter|high affinity choline transporter 1|solute carrier family 5 (choline transporter) member 7|solute carrier family 5 (sodium/choline cotransporter), member 7|solute carrier family 5 (choline transporter)|14025|SLC5A7|solute carrier family 5 member 7|2q12.3|||Q9GZV3|60482|ENSG00000115665)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(173|transporter),"receptor(transporter|173|Hexose transporter family|915|Sodium/glucose cotransporter 1|||SLC5A1|SGLT1|high affinity sodium-glucose cotransporter|NAGT|Na(+)/glucose cotransporter 1|solute carrier family 5, member 1|solute carrier family 5 (sodium/glucose cotransporter), member 1|solute carrier family 5 (sodium/glucose cotransporter)|11036|SLC5A1|solute carrier family 5 member 1|22q12.3|||P13866|6523|ENSG00000100170)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(174|transporter),"receptor(transporter|174|Sodium iodide symporter, sodium-dependent multivitamin transporter and sodium-coupled monocarboxylate transporters|920|NIS|||SLC5A5||Sodium/iodide cotransporter|sodium-iodide symporter|solute carrier family 5, member 5|solute carrier family 5 (sodium/iodide cotransporter), member 5|solute carrier family 5 (sodium iodide symporter)|11040|SLC5A5|solute carrier family 5 member 5|19p13.11|||Q92911|6528|ENSG00000105641)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(175|transporter),"receptor(transporter|175|Sodium myo-inositol cotransporter transporters|924|SMIT|||SLC5A3|SMIT1|Sodium/myo-inositol cotransporter (SMIT)|solute carrier family 5 (inositol transporter), member 3|solute carrier family 5 (sodium/myo-inositol cotransporter), member 3|solute carrier family 5 (inositol transporters)|11038|SLC5A3|solute carrier family 5 member 3|21q22.11|||P53794|6526|ENSG00000198743)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(176|transporter),"receptor(transporter|176|Monoamine transporter subfamily|926|NET|||SLC6A2||NAT1|NET1|SLC6A5|norepinephrine transporter|NaCl-dependent norepinephrine transporter|sodium-dependent noradrenaline transporter|NE transporter|solute carrier family 6 (neurotransmitter transporter), member 2|solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2|solute carrier family 6 (neurotransmitter transporter|11048|SLC6A2|solute carrier family 6 member 2|16q12.2|||P23975|6530|ENSG00000103546)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(177|transporter),"receptor(transporter|177|GABA transporter subfamily|929|GAT1|||SLC6A1||GAT-A|GABATR|GABA transporter protein|Gabt1|sodium- and chloride-dependent GABA transporter 1|Gabt|XT-1|Xtrp1|GABATHG|solute carrier family 6 (neurotransmitter transporter), member 1|solute carrier family 6 (neurotransmitter transporter|11042|SLC6A1|solute carrier family 6 member 1|3p25.3|||P30531|6529|ENSG00000157103)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(178|transporter),"receptor(transporter|178|Glycine transporter subfamily|935|GlyT1|||SLC6A9||Glycine transporter 1|sodium- and chloride-dependent glycine transporter 1|solute carrier family 6 member 9|solute carrier family 6 (neurotransmitter transporter, glycine), member 9|solute carrier family 6 (neurotransmitter transporter|11056|SLC6A9|solute carrier family 6 member 9|1p34.1|||P48067|6536|ENSG00000196517)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(179|transporter),"receptor(transporter|179|Neutral amino acid transporter subfamily|939|B<sup>0</sup>AT1|||SLC6A19||B<sup>0</sup> neutral amino acid transporter|sodium-dependent neutral amino acid transporter B(0)AT1|solute carrier family 6 (neurotransmitter transporter), member 19|solute carrier family 6 member 19|solute carrier family 6 (neutral amino acid transporter), member 19|solute carrier family 6 (neurotransmitter transporter)|27960|SLC6A19|solute carrier family 6 member 19|5p15.33|||Q695T7|340024|ENSG00000174358)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(180|transporter),"receptor(transporter|180|SLC8 family of sodium/calcium exchangers|945|Sodium/calcium exchanger 1|||SLC8A1|NCX1|Na+/Ca++ exchanger|Na(+)/Ca(2+)-exchange protein 1|Na-Ca exchanger|Ncx|solute carrier family 8 (sodium/calcium exchanger) member 1|solute carrier family 8 (sodium/calcium exchanger), member 1|solute carrier family 8 (sodium/calcium exchanger)|11068|SLC8A1|solute carrier family 8 member A1|2p22.1|||P32418|6546|ENSG00000183023)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(181|transporter),"receptor(transporter|181|SLC9 family of sodium/hydrogen exchangers|948|Sodium/hydrogen exchanger 1|||SLC9A1|NHE1|APNH|Na<sup>+</sup>/H<sup>+</sup> antiporter|Na(+)/H(+) exchanger 1|Solute carrier family 9 (sodium/hydrogen exchanger 1) antiporter Na+/H+ (amiloride sensitive)|solute carrier family 9 member 1|antiporter|solute carrier family 9, subfamily A (NHE1, cation proton antiporter 1), member 1|solute carrier family 9 (sodium/hydrogen exchanger)|11071|SLC9A1|solute carrier family 9 member A1|1p36.11|||P19634|6548|ENSG00000090020)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(182|transporter),"receptor(transporter|182|SLC10 family of sodium-bile acid co-transporters|959|Sodium/bile acid and sulphated solute cotransporter 1|||SLC10A1|NTCP|liver sodium/bile acid cotransporter|Na<sup>+</sup>-taurocholate cotransporing polypeptide|sodium bile acid cotransporting polypeptide|solute carrier family 10 (sodium/bile acid cotransporter family), member 1|solute carrier family 10 (sodium/bile acid cotransporter), member 1|solute carrier family 10 (sodium/bile acid cotransporter family)|10905|SLC10A1|solute carrier family 10 member 1|14q24.1|||Q14973|6554|ENSG00000100652)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(183|transporter),"receptor(transporter|183|SLC11 family of proton-coupled metal ion transporters|966|NRAMP1|||SLC11A1||LSH|NRAMP|Bcg|Itg|natural resistance associated macrophage protein 1|Ity|solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1|solute carrier family 11 (proton-coupled divalent metal ion transporter), member 1|solute carrier family 11 (proton-coupled divalent metal ion transporters)|10907|SLC11A1|solute carrier family 11 member 1|2q35|||P49279|6556|ENSG00000018280)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(184|transporter),"receptor(transporter|184|SLC12 family of cation-coupled chloride transporters|968|Kidney-specific Na-K-Cl symporter|||SLC12A1|NKCC2|BSC2|Bumetanide-sensitive sodium-(potassium)-chloride cotransporter 2|NKCC2|Solute carrier family 12 member 1 (bumetanide-sensitive sodium-[potassium]-chloride cotransporter)|urehr3|solute carrier family 12 (sodium/potassium/chloride transporters), member 1|solute carrier family 12 (sodium/potassium/chloride transporter), member 1|solute carrier family 12|10910|SLC12A1|solute carrier family 12 member 1|15q21.1|||Q13621|6557|ENSG00000074803)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(185|transporter),"receptor(transporter|185|SLC13 family of sodium-dependent sulphate/carboxylate transporters|977|Na<sup>+</sup>/sulfate cotransporter|||SLC13A1|NaS1|Renal sodium/sulfate cotransporter|solute carrier family 13 (sodium/sulfate symporters), member 1|solute carrier family 13 (sodium/sulfate symporter), member 1|solute carrier family 13 (sodium/sulfate symporters)|10916|SLC13A1|solute carrier family 13 member 1|7q31.32|||Q9BZW2|6561|ENSG00000081800)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(186|transporter),"receptor(transporter|186|SLC14 family of facilitative urea transporters|982|Erythrocyte urea transporter|||SLC14A1|UT-B|UTB1|JK|RACH1|RACH2|HUT11|solute carrier family 14 (urea transporter), member 1 (Kidd blood group)|urea transporter 1|urea transporter B|UrT2|UT3|solute carrier family 14 (urea transporter), member 1|solute carrier family 14 (urea transporter)|solute carrier family 14 member 1|10918|SLC14A1|solute carrier family 14 member 1 (Kidd blood group)|18q12.3|||Q13336|6563|ENSG00000141469)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(187|transporter),"receptor(transporter|187|SLC15 family of peptide transporters|984|Peptide transporter 1|||SLC15A1|PEPT1|Intestinal H<sup>+</sup>/peptide cotransporter|low affinity peptide transporter|solute carrier family 15 oligopeptide transporter member 1|oligopeptide transporter, small intestine isoform|proton-coupled dipeptide cotransporter|solute carrier family 15 member 1|PECT1|solute carrier family 15 (oligopeptide transporter), member 1|solute carrier family 15 (oligopeptide transporter)|10920|SLC15A1|solute carrier family 15 member 1|13q32.2-q32.3|||P46059|6564|ENSG00000088386)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(188|transporter),"receptor(transporter|188|SLC16 family of monocarboxylate transporters|988|Monocarboxylate transporter 1|||SLC16A1|MCT1|MCT|Solute carrier 16 (monocarboxylic acid transporter) member 1|solute carrier family 16 (monocarboxylate transporter), member 1|solute carrier family 16 (monocarboxylic acid transporters)|10922|SLC16A1|solute carrier family 16 member 1|1p13.2|||P53985|6566|ENSG00000155380)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(189|transporter),"receptor(transporter|189|Type I sodium-phosphate co-transporters|1002|Sodium/phosphate cotransporter 1|||SLC17A1|NPT1|NaPi-1|solute carrier family 17 (sodium phosphate), member 1|renal sodium-dependent phosphate transport protein 1|renal sodium-phosphate transport protein 1|solute carrier family 17 (organic anion transporter), member 1|solute carrier family 17 (sodium phosphate)|10929|SLC17A1|solute carrier family 17 member 1|6p22.2|||Q14916|6568|ENSG00000124568)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(190|transporter),"receptor(transporter|190|Sialic acid transporter|1006|Sialin|||SLC17A5|AST|membrane glycoprotein HP59|Sodium/sialic acid cotransporter|ISSD|NSD|SIASD|SLD|proton-coupled sialic acid transporter|solute carrier family 17 (anion/sugar transporter), member 5|solute carrier family 17 (acidic sugar transporter), member 5|solute carrier family 17 (anion/sugar transporter)|10933|SLC17A5|solute carrier family 17 member 5|6q13|||Q9NRA2|26503|ENSG00000119899)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(191|transporter),"receptor(transporter|191|Vesicular glutamate transporters (VGLUTs)|1007|Vesicular glutamate transporter 1|||SLC17A7|VGLUT1|BNPI|brain-specific Na-dependent inorganic phosphate cotransporter|solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7|solute carrier family 17 (vesicular glutamate transporter), member 7|solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter)|16704|SLC17A7|solute carrier family 17 member 7|19q13.33|||Q9P2U7|57030|ENSG00000104888)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(192|transporter),"receptor(transporter|192|Vesicular nucleotide transporter|1010|Vesicular nucleotide transporter|||SLC17A9|VNUT|solute carrier family 17 member 9|solute carrier family 17 (vesicular nucleotide transporter), member 9|solute carrier family 17|16192|SLC17A9|solute carrier family 17 member 9|20q13.33|||Q9BYT1|63910|ENSG00000101194)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(193|transporter),"receptor(transporter|193|SLC18 family of vesicular amine transporters|1011|Vesicular monoamine transporter 1|||SLC18A1|VMAT1|Chromaffin granule amine transporter (CGAT)|MAT|VAT1|vesicular amine transporter 1|solute carrier family 18 (vesicular monoamine), member 1|solute carrier family 18 (vesicular monoamine transporter), member 1|solute carrier family 18 (vesicular monoamine)|10934|SLC18A1|solute carrier family 18 member A1|8p21.3|||P54219|6570|ENSG00000036565)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(194|transporter),"receptor(transporter|194|SLC19 family of vitamin transporters|1014|Reduced folate transporter 1|||SLC19A1|FOLT|IFC1|intestinal folate carrier|placental folate transporter|folate transporter 1|methotrexate carrier 1|methotrexate carrier 2|methotrexate carrier 5|methotrexate carrier 6|MTX1|solute carrier family 19 (sodium/hydrogen exchanger) member 1|solute carrier family 19 (folate transporter), member 1|solute carrier family 19 (folate transporter)|10937|SLC19A1|solute carrier family 19 member 1|21q22.3|||P41440|6573|ENSG00000173638)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(195|transporter),"receptor(transporter|195|SLC20 family of sodium-dependent phosphate transporters|1017|Sodium-dependent phosphate transporter 1|||SLC20A1|PiT1|Gibbon ape leukemia virus receptor 1|GLVR1|phosphate transporter 1|solute carrier family 20 member 1|solute carrier family 20 (phosphate transporter), member 1|solute carrier family 20, member 1|solute carrier family 20|10946|SLC20A1|solute carrier family 20 member 1|2q14.1|||Q8WUM9|6574|ENSG00000144136)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(196|transporter),"receptor(transporter|196|Organic cation transporters (OCT)|1019|Organic cation transporter 1|||SLC22A1|OCT1|Orct1|organic cation transporter 1|Solute carrier family 22 member 1|Lx1|solute carrier family 22 (organic cation transporter), member 1|solute carrier family 22 (organic cation transporter)|10963|SLC22A1|solute carrier family 22 member 1|6q25.3|||O15245|6580|ENSG00000175003)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(197|transporter),"receptor(transporter|197|Organic zwitterions/cation transporters (OCTN)|1022|Organic cation/carnitine transporter 1|||SLC22A4|OCTN1|Ergothioneine transporter|ET|solute carrier family 22 (organic cation/ergothioneine transporter), member 4|solute carrier family 22 (organic cation transporter), member 4|solute carrier family 22 (organic cation/zwitterion transporter), member 4|solute carrier family 22 (organic cation transporter)|10968|SLC22A4|solute carrier family 22 member 4|5q31.1|||Q9H015|6583|ENSG00000197208)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(198|transporter),"receptor(transporter|198|Organic anion transporters (OATs)|1025|Organic anion transporter 1|||SLC22A6|OAT1|PAH transporter|Renal organic anion transporter 1|PAHT|ROAT1|NKT|solute carrier family 22 (organic anion transporter) member 6|solute carrier family 22 (organic anion transporter), member 6|solute carrier family 22 (organic anion transporter)|10970|SLC22A6|solute carrier family 22 member 6|11q12.3|||Q4U2R8|9356|ENSG00000197901)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(199|transporter),"receptor(transporter|199|Urate transporter|1031|Urate anion exchanger 1|||SLC22A12|URAT1|organic anion transporter 4-like protein|Renal-specific transporter|RST|OAT4L|solute carrier family 22 (organic anion/cation transporter), member 12|solute carrier family 22 (organic anion/urate transporter), member 12|solute carrier family 22 (organic anion/cation transporter)|17989|SLC22A12|solute carrier family 22 member 12|11q13.1|||Q96S37|116085|ENSG00000197891)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(200|transporter),"receptor(transporter|200|Orphan or poorly characterized SLC22 family members|1032|Organic anion transporter 10|||SLC22A13|OAT10|OCTL1|OCTL3|ORCTL3|organic cationic transporter-like 3|solute carrier family 22 (organic anion transporter), member 13|solute carrier family 22 (organic anion/urate transporter), member 13|solute carrier family 22 (organic cation transporter)|8494|SLC22A13|solute carrier family 22 member 13|3p22.2|||Q9Y226|9390|ENSG00000172940)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(201|transporter),"receptor(transporter|201|SLC23 family of ascorbic acid transporters|1041|Sodium-dependent vitamin C transporter 1|||SLC23A1|SVCT1|Yolk sac permease-like molecule 3|SLC23A2|YSPL3|solute carrier family 23 (nucleobase transporters), member 2|Na(+)/L-ascorbic acid transporter 1|sodium-coupled ascorbic acid transporter  1|solute carrier family 23 (nucleobase transporters), member 1|solute carrier family 23 (ascorbic acid transporter), member 1|solute carrier family 23 (nucleobase transporters)|10974|SLC23A1|solute carrier family 23 member 1|5q31.2|||Q9UHI7|9963|ENSG00000170482)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(202|transporter),"receptor(transporter|202|SLC24 family of sodium/potassium/calcium exchangers|1045|Sodium/potassium/calcium exchanger 1|||SLC24A1|NKCX1|Retinal rod Na-Ca+K exchanger|NCKX|NCKX1|RODX|retinal Na/Ca,K exchanger|solute carrier family 24 (sodium/potassium/calcium exchanger), member 1|solute carrier family 24 (sodium/potassium/calcium exchanger)|10975|SLC24A1|solute carrier family 24 member 1|15q22.31|||O60721|9187|ENSG00000074621)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(203|transporter),"receptor(transporter|203|Mitochondrial di- and tri-carboxylic acid transporter subfamily|1051|Mitochondrial citrate transporter|||SLC25A1|CIC|citrate isocitrate carrier|Citrate transport protein|CTP|SLC20A3|solute carrier family 20 (mitochondrial citrate transporter), member 3|mitochondrial tricarboxylate carrier|solute carrier family 25 (mitochondrial carrier; citrate transporter) member 1|Dgsj|solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1|solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1|solute carrier family 25 (mitochondrial carrier|10979|SLC25A1|solute carrier family 25 member 1|22q11.21|||P53007|6576|ENSG00000100075)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(204|transporter),"receptor(transporter|204|Mitochondrial amino acid transporter subfamily|2558|solute carrier family 25 member 47|||SLC25A47||HDMCP|Hepatocellular carcinoma down-regulated mitochondrial carrier protein|solute carrier family 25, member 47|solute carrier family 25|20115|SLC25A47|solute carrier family 25 member 47|14q32.2|NM_207117|NP_997000|Q6Q0C1|283600|ENSG00000140107)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(205|transporter),"receptor(transporter|205|Mitochondrial phosphate transporters|1061|Mitochondrial phosphate carrier|||SLC25A3|PHC|PiC|PTP|solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 3|solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3|solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 3|solute carrier family 25 (mitochondrial carrier|10989|SLC25A3|solute carrier family 25 member 3|12q23.1|||Q00325|5250|ENSG00000075415)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(206|transporter),"receptor(transporter|206|Mitochondrial nucleotide transporter subfamily|1062|Mitochondrial adenine nucleotide translocator 1|||SLC25A4|ANT1|ADP,ATP carrier protein 1|ADP,ATP carrier protein, heart/skeletal muscle isoform T1|PEO2|PEO3|T1|ADP/ATP translocase 1|solute carrier family 25 (mitochondrial adenine nucleotide translocator) member 4|adenine nucleotide translocase-1|solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4|solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 4|solute carrier family 25 (mitochondrial carrier|10990|SLC25A4|solute carrier family 25 member 4|4q35.1|||P12235|291|ENSG00000151729)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
